term_str|n|p|s|i|max_pos|max_pos_group|df|dfidf|stop|porter_stem
the|101699|0.057623029493988905|17.35417260740027|4.117210678512268|DT|DT|344|0.0|1|the
and|51225|0.029024274435634385|34.45391898487067|5.106596187496832|CC|CC|344|0.0|1|and
to|39497|0.02237914626421184|44.684457047370685|5.4817011893800345|TO|TO|344|0.0|1|to
a|39269|0.02224996062104298|44.94389976826505|5.4900534070384435|DT|DT|344|0.0|1|a
of|35196|0.019942183758644955|50.144959654506195|5.648032789804692|IN|IN|344|0.0|1|of
he|29566|0.01675220493829119|59.69363458026111|5.899505193059085|PRP|PR|344|0.0|1|he
his|25846|0.01464443918132565|68.28530526967423|6.093503244479088|PRP$|PR|344|0.0|1|hi
was|21981|0.012454515888134298|80.29216141212866|6.327187245222209|VBD|VB|344|0.0|1|wa
i|21587|0.012231274031079346|81.75763190809283|6.353281504422088|PRP|PR|344|0.0|1|i
you|20688|0.01172189730647934|85.3104215003867|6.414650086472549|PRP|PR|344|0.0|1|you
her|18922|0.010721275175618817|93.27248705210864|6.543379681354789|PRP$|PR|338|8.580237625930847|1|her
in|17777|0.010072513941283992|99.28008100354391|6.63343238746445|IN|IN|344|0.0|1|in
s|17769|0.01006798111169912|99.3247791096854|6.634081774766648|NN|NN|344|0.0|1|s
it|17204|0.009747850022267525|102.5867240176703|6.680700230338154|PRP|PR|344|0.0|1|it
had|16906|0.009579002120231038|104.39500768957767|6.705908911704554|VBD|VB|344|0.0|1|had
that|16422|0.009304765930346274|107.47180611374985|6.74781442619669|IN|IN|344|0.0|1|that
she|15435|0.008745528080312674|114.34415289925495|6.837238783780316|PRP|PR|338|8.580237625930847|1|she
as|15037|0.008520019808465286|117.37061913945601|6.874927500039446|IN|IN|344|0.0|1|as
with|13176|0.007465570326284405|133.9482392228294|7.065531806556448|IN|IN|344|0.0|1|with
him|12450|0.00705421604145726|141.7591967871486|7.147298524439997|PRP|PR|344|0.0|1|him
not|12221|0.006924463794590294|144.4155142787006|7.174081926256414|RB|RB|344|0.0|1|not
but|11261|0.006380524244405638|156.72693366486104|7.292109319334585|CC|CC|344|0.0|1|but
for|10808|0.006123852769162254|163.2958919319023|7.351344686957119|IN|IN|344|0.0|1|for
they|9677|0.0054830239866009555|182.38110984809342|7.510812499651385|PRP|PR|344|0.0|1|they
is|9140|0.005178757800716413|193.0964989059081|7.593178196337371|VBZ|VB|344|0.0|1|is
on|8847|0.005012742917170472|199.49157906635017|7.6401840384999105|IN|IN|344|0.0|1|on
said|8723|0.004942484058604954|202.3274102946234|7.6605479719415275|VBD|VB|344|0.0|0|said
my|8572|0.004856926900190493|205.89150723285113|7.685740511606255|PRP$|PR|341|4.309157556172583|1|my
have|8543|0.004840495392945331|206.59042490928243|7.69062957923416|VB|VB|344|0.0|1|have
at|8518|0.004826330300492605|207.19675980277063|7.694857631732466|IN|IN|344|0.0|1|at
be|8012|0.004539628829249443|220.28232651023464|7.783209940470096|VB|VB|344|0.0|1|be
them|7816|0.004428574504420075|225.80629477993858|7.818941894314418|PRP|PR|344|0.0|1|them
no|7611|0.004312420746307727|231.88831953751148|7.857286341497708|DT|DT|344|0.0|1|no
from|7284|0.004127141337026079|242.29846238330586|7.920641439305965|IN|IN|344|0.0|1|from
lord|7269|0.0041186422815544434|242.7984592103453|7.9236154561103005|NNP|NN|336|11.406303526241409|0|lord
would|7022|0.003978691168121516|251.33893477641698|7.973490365402048|MD|MD|344|0.0|0|would
were|6977|0.003953194001706611|252.96001146624621|7.982765527978555|VBD|VB|344|0.0|1|were
me|6955|0.003940728720348212|253.76017253774265|7.9873218468532015|PRP|PR|344|0.0|1|me
your|6609|0.0037446838408024923|267.04524133756996|8.060940365860764|PRP$|PR|342|2.8769860171404007|1|your
all|6347|0.0035962336718979295|278.0686938711202|8.119297519000023|DT|DT|344|0.0|1|all
when|6285|0.003561104242615171|280.81177406523466|8.133459616974934|WRB|WR|344|0.0|1|when
one|6236|0.003533340661407829|283.0182809493265|8.144751433585018|CD|CD|344|0.0|0|one
will|6215|0.0035214419837475393|283.97457763475467|8.149617970342955|MD|MD|341|4.309157556172583|1|will
if|6020|0.003410954262616281|293.1730897009967|8.195608874635738|IN|IN|343|1.4405960655450147|1|if
so|5763|0.003265337112202264|306.24709352767655|8.25855234189612|RB|RB|344|0.0|1|so
their|5216|0.0029554048893366317|338.3631134969325|8.402428492051726|PRP$|PR|343|1.4405960655450147|1|their
ser|5208|0.0029508720597517597|338.88287250384025|8.404642913117168|NNP|NN|305|52.947793286814026|0|ser
we|5135|0.0029095099897898016|343.7004868549172|8.425008085077245|PRP|PR|341|4.309157556172583|1|we
could|5070|0.0028726807494127153|348.1069033530572|8.4433866143921|MD|MD|344|0.0|0|could
are|4894|0.0027729584985455285|360.6256640784634|8.494358260203413|VBP|VB|342|2.8769860171404007|1|are
man|4735|0.0026828685105461944|372.73537486800427|8.542007935927057|NN|NN|343|1.4405960655450147|0|man
there|4627|0.002621675311150421|381.43548735681867|8.575295262717507|EX|EX|344|0.0|1|there
this|4432|0.0025111875900191627|398.2179602888086|8.637414480233614|DT|DT|343|1.4405960655450147|1|thi
up|4358|0.002469258916359095|404.9798072510326|8.661706165166896|RP|RP|343|1.4405960655450147|1|up
been|4228|0.002395600435604923|417.4318826868496|8.705396984900121|VBN|VB|344|0.0|1|been
what|4213|0.0023871013801332877|418.91811061001664|8.71052444572055|WP|WP|343|1.4405960655450147|1|what
did|4165|0.002359904402624055|423.7459783913565|8.727055866029893|VBD|VB|344|0.0|1|did
do|3959|0.002243184040813598|445.7948977014397|8.800236294252706|VBP|VB|344|0.0|1|do
by|3937|0.0022307187594551993|448.2860045720091|8.808275649123763|IN|IN|343|1.4405960655450147|1|by
back|3783|0.0021434617899464105|466.5350251123447|8.865841585233428|RB|RB|344|0.0|0|back
out|3723|0.0021094655680598696|474.0537201181843|8.88890674543129|RP|RP|343|1.4405960655450147|1|out
king|3722|0.0021088989643617607|474.1810854379366|8.889294306223652|NN|NN|322|30.702016261168875|0|king
men|3705|0.0020992667014939075|476.35681511470983|8.895898819089608|NNS|NN|341|4.309157556172583|0|men
more|3677|0.0020834017979468548|479.98422627141696|8.906843185079508|JJR|JJ|342|2.8769860171404007|1|more
or|3576|0.0020261748244378443|493.54082774049215|8.947025625099485|CC|CC|341|4.309157556172583|1|or
who|3507|0.001987079169268322|503.25121186199027|8.97513493102999|WP|WP|341|4.309157556172583|1|who
down|3459|0.001959882191759089|510.2347499277248|8.995017347909876|RP|RP|343|1.4405960655450147|1|down
than|3360|0.0019037884256462964|525.2684523809525|9.03691112861668|IN|IN|344|0.0|1|than
well|3352|0.0018992555960614245|526.522076372315|9.040350212583451|RB|RB|340|5.737098311894681|0|well
t|3324|0.001883390692514372|530.9572803850782|9.052451979512458|NN|NN|318|36.055412214842136|1|t
only|3235|0.0018329629633826695|545.5647604327665|9.091606649402934|RB|RB|343|1.4405960655450147|1|onli
like|3195|0.0018102988154583086|552.3949921752738|9.109556430448446|IN|IN|344|0.0|0|like
jon|3092|0.00175193863455308|570.7962483829236|9.156832042357955|NNP|NN|171|172.43849300857022|0|jon
some|2817|0.0015961226175731005|626.5182818601348|9.291212797907873|DT|DT|340|5.737098311894681|1|some
father|2796|0.001584223939912811|631.2238912732474|9.302008000907367|NN|NN|323|29.352431202639927|0|father
can|2737|0.001550794321724379|644.8308366824991|9.332776926917846|MD|MD|340|5.737098311894681|1|can
even|2726|0.00154456168104518|647.4328686720469|9.338586799477593|RB|RB|341|4.309157556172583|0|even
hand|2710|0.0015354960218754356|651.2553505535055|9.347079510041569|NN|NN|340|5.737098311894681|0|hand
never|2701|0.0015303965885924543|653.4253980007405|9.351878721773836|RB|RB|342|2.8769860171404007|0|never
too|2699|0.0015292633811962364|653.909596146721|9.352947384815952|RB|RB|341|4.309157556172583|1|too
before|2695|0.0015269969664038004|654.8801484230055|9.355087088642936|IN|IN|341|4.309157556172583|1|befor
old|2681|0.001519064514630274|658.2998881014547|9.362601142300242|JJ|JJ|329|21.161602738095738|0|old
see|2646|0.0014992333851964585|667.0075585789872|9.381559300004126|VB|VB|343|1.4405960655450147|0|see
off|2646|0.0014992333851964585|667.0075585789872|9.381559300004126|RP|RP|341|4.309157556172583|1|off
know|2642|0.0014969669704040225|668.0174110522331|9.383741895035975|VBP|VB|341|4.309157556172583|0|know
tyrion|2633|0.0014918675371210412|670.3007975693126|9.388664840236741|NNP|NN|121|182.3955836087279|0|tyrion
into|2605|0.0014760026335739888|677.50556621881|9.404088989116932|IN|IN|343|1.4405960655450147|1|into
made|2570|0.0014561715041401732|686.7322957198444|9.423604002201563|VBD|VB|340|5.737098311894681|0|made
an|2570|0.0014561715041401732|686.7322957198444|9.423604002201563|DT|DT|341|4.309157556172583|1|an
now|2549|0.0014442728264798838|692.3899568458219|9.435440988260602|RB|RB|342|2.8769860171404007|1|now
eyes|2507|0.0014204754711593052|703.9896290386916|9.459410365448864|NNS|NN|341|4.309157556172583|0|eye
told|2498|0.001415376037876324|706.5260208166534|9.464598884674846|VBD|VB|341|4.309157556172583|0|told
thought|2424|0.0013734473642162568|728.0948844884488|9.507982662809852|VBD|VB|340|5.737098311894681|0|thought
time|2328|0.0013190534091977913|758.1194158075601|9.56628130337452|NN|NN|340|5.737098311894681|0|time
then|2324|0.001316786994405355|759.4242685025818|9.568762292878274|RB|RB|342|2.8769860171404007|1|then
d|2318|0.0013133873722167009|761.3899913718724|9.572491795276331|JJ|JJ|322|30.702016261168875|1|d
black|2313|0.0013105543537261558|763.0358841331605|9.575607095646612|JJ|JJ|332|17.006807353917498|0|black
how|2311|0.0013094211463299378|763.6962353959325|9.576855101815172|WRB|WR|338|8.580237625930847|1|how
has|2245|0.0012720253022547427|786.1478841870825|9.618656916654293|VBZ|VB|326|25.2769317535526|1|ha
us|2244|0.0012714586985566338|786.4982174688057|9.61929968567401|PRP|PR|327|23.909562849713026|0|us
might|2240|0.0012691922837641976|787.9026785714286|9.621873629337836|MD|MD|336|11.406303526241409|0|might
long|2239|0.0012686256800660887|788.2545779365788|9.622517833430205|JJ|JJ|341|4.309157556172583|0|long
come|2233|0.0012652260578774346|790.372592924317|9.62638911046033|VB|VB|342|2.8769860171404007|0|come
where|2227|0.0012618264356887804|792.5020206555905|9.630270803495014|WRB|WR|339|7.16079584079067|1|where
lady|2204|0.001248794550632273|800.7722323049003|9.645248137711645|NNP|NN|272|92.15412045887831|0|ladi
here|2203|0.001248227946934164|801.1357240127099|9.64590286658192|RB|RB|339|7.16079584079067|1|here
through|2164|0.0012261304027079123|815.5739371534196|9.671671862455987|IN|IN|339|7.16079584079067|1|through
still|2126|0.0012045994621797697|830.1514581373472|9.697230764751698|RB|RB|340|5.737098311894681|0|still
face|2096|0.0011876013512364992|842.033396946565|9.717733644745353|NN|NN|340|5.737098311894681|0|face
ll|2091|0.0011847683327459542|844.0468675274988|9.721179299693224|JJ|JJ|320|33.38773114071537|1|ll
head|2058|0.0011660704107083566|857.5811467444121|9.744129379388834|NN|NN|340|5.737098311894681|0|head
way|2053|0.0011632373922178115|859.6697515830492|9.7476387341742|NN|NN|335|12.81290223458263|0|way
must|1982|0.0011230085296520713|890.4651866801211|9.798415399096315|MD|MD|332|17.006807353917498|0|must
once|1947|0.0011031774002182558|906.472521828454|9.824119477562508|RB|RB|335|12.81290223458263|1|onc
good|1912|0.0010833462707844402|923.0658995815899|9.850289838302054|JJ|JJ|339|7.16079584079067|0|good
boy|1905|0.001079380044897677|926.4577427821523|9.855581363902118|NN|NN|309|47.83373358049656|0|boy
over|1881|0.0010657815561430607|938.2785752259437|9.873872512759608|IN|IN|338|8.580237625930847|1|over
about|1877|0.0010635151413506245|940.2781033564199|9.87694371145193|IN|IN|332|17.006807353917498|1|about
night|1876|0.0010629485376525156|940.7793176972281|9.877712533767426|NN|NN|326|25.2769317535526|0|night
little|1872|0.0010606821228600794|942.78952991453|9.880791926699398|JJ|JJ|331|18.396102153205362|0|littl
took|1862|0.0010550160858789892|947.8528464017187|9.888519288724009|VBD|VB|340|5.737098311894681|0|took
queen|1861|0.0010544494821808803|948.3621708758732|9.889294306223652|NN|NN|251|114.13502138858279|0|queen
other|1849|0.0010476502378035722|954.5170362358031|9.898627136878607|JJ|JJ|339|7.16079584079067|1|other
came|1845|0.001045383823011136|956.5864498644987|9.901751545335046|VBD|VB|333|15.613167081068333|0|came
two|1843|0.001044250615614918|957.6245252306022|9.90331629065209|CD|CD|331|18.396102153205362|0|two
red|1813|0.0010272525046716476|973.4704908990623|9.926993436538645|JJ|JJ|329|21.161602738095738|0|red
though|1802|0.0010210198639924483|979.4128745837958|9.935773350469265|IN|IN|322|30.702016261168875|0|though
again|1799|0.0010193200528981212|981.0461367426349|9.93817717503132|RB|RB|335|12.81290223458263|1|again
say|1798|0.0010187534492000123|981.591768631813|9.938979340768356|VB|VB|336|11.406303526241409|0|say
brother|1794|0.0010164870344075761|983.7803790412487|9.942192471363542|NN|NN|316|38.70494606189844|0|brother
should|1769|0.0010023219419548507|997.6834369700396|9.962438313592346|MD|MD|325|26.639875205541397|1|should
away|1760|0.0009972225086718697|1002.7852272727272|9.969796932758143|RB|RB|337|9.995411076320675|0|away
dead|1703|0.0009649260978796556|1036.348796241926|10.01729392660426|JJ|JJ|316|38.70494606189844|0|dead
own|1699|0.0009626596830872195|1038.788699234844|10.020686509098583|JJ|JJ|328|22.53778202755669|1|own
go|1686|0.0009552938350118024|1046.7983392645315|10.03176782534072|VB|VB|333|15.613167081068333|0|go
am|1685|0.0009547272313136933|1047.419584569733|10.032623770213583|VBP|VB|308|49.119289914216516|1|am
take|1683|0.0009535940239174753|1048.6642899584076|10.034337184952854|VB|VB|332|17.006807353917498|0|take
make|1651|0.0009354627055779867|1068.9897032101758|10.062032241369545|VB|VB|327|23.909562849713026|0|make
blood|1643|0.0009309298759931147|1074.1947656725501|10.06903988133273|NN|NN|315|40.02287193916798|0|blood
saw|1608|0.000911098746559299|1097.5758706467661|10.100104955103875|VBD|VB|327|23.909562849713026|0|saw
arya|1597|0.0009048661058800999|1105.1358797745772|10.11000804887157|NNP|NN|118|182.14736123015027|0|arya
day|1583|0.0008969336541065736|1114.909665192672|10.122711106145623|NN|NN|327|23.909562849713026|0|day
three|1551|0.0008788023357670851|1137.912314635719|10.152173675246713|CD|CD|318|36.055412214842136|0|three
jaime|1546|0.00087596931727654|1141.5924967658473|10.156832042357955|NNP|NN|135|182.17563628292106|0|jaim
himself|1538|0.0008714364876916678|1147.5305591677504|10.164316858320976|PRP|PR|314|41.33621782448787|1|himself
our|1531|0.0008674702618049048|1152.777269758328|10.170898078783015|PRP$|PR|311|45.248629201735085|1|our
look|1520|0.0008612376211257056|1161.119736842105|10.181301037951854|NN|NN|338|8.580237625930847|0|look
want|1518|0.0008601044137294875|1162.6495388669302|10.183200570867337|VBP|VB|326|25.2769317535526|0|want
enough|1503|0.0008516053582578523|1174.2528276779774|10.19752735236644|RB|RB|322|30.702016261168875|0|enough
much|1488|0.000843106302786217|1186.090053763441|10.211997835174772|JJ|JJ|323|29.352431202639927|0|much
after|1485|0.00084140649169189|1188.4861952861954|10.214909430594675|IN|IN|333|15.613167081068333|1|after
first|1483|0.000840273284295672|1190.0890087660148|10.216853763828173|JJ|JJ|329|21.161602738095738|0|first
tell|1473|0.0008346072473145818|1198.1683638832315|10.226614931246953|VB|VB|322|30.702016261168875|0|tell
sword|1466|0.0008306410214278186|1203.8894952251023|10.233487258148992|NN|NN|302|56.73372464385976|0|sword
looked|1451|0.0008221419659561834|1216.3349414197105|10.248324842216059|VBD|VB|329|21.161602738095738|0|look
bran|1441|0.0008164759289750932|1224.7758501040944|10.258302026108055|NNP|NN|110|180.93955452951823|0|bran
its|1439|0.0008153427215788753|1226.478109798471|10.260305769542505|PRP$|PR|314|41.33621782448787|1|it
knew|1432|0.0008113764956921121|1232.4734636871508|10.267340869018547|VBD|VB|330|19.781038350573134|0|knew
asked|1431|0.0008108098919940031|1233.3347309573724|10.268348689556134|VBD|VB|324|27.998379588861344|0|ask
white|1431|0.0008108098919940031|1233.3347309573724|10.268348689556134|JJ|JJ|306|51.676335074890524|0|white
gave|1425|0.000807410269805349|1238.5277192982455|10.274410442343337|VBD|VB|333|15.613167081068333|0|gave
every|1408|0.0007977780069374957|1253.481534090909|10.291725027645505|DT|DT|329|21.161602738095738|0|everi
left|1404|0.0007955115921450596|1257.0527065527065|10.295829425978242|VBD|VB|334|14.215194384167223|0|left
heard|1399|0.0007926785736545145|1261.5453895639744|10.30097639911805|VBD|VB|328|22.53778202755669|0|heard
let|1393|0.0007892789514658604|1266.9791816223976|10.30717710368155|VB|VB|331|18.396102153205362|0|let
girl|1390|0.0007875791403715334|1269.7136690647483|10.310287478671933|NN|NN|283|79.694642859271|0|girl
went|1381|0.0007824797070885522|1277.988414192614|10.319659042024753|VBD|VB|325|26.639875205541397|0|went
yet|1377|0.0007802132922961161|1281.7007988380537|10.32384380214784|RB|RB|318|36.055412214842136|0|yet
sansa|1373|0.0007779468775036801|1285.4348142753095|10.328040736135703|NNP|NN|135|182.17563628292106|0|sansa
turned|1371|0.000776813670107462|1287.3099927060541|10.330143790503577|VBD|VB|326|25.2769317535526|0|turn
great|1370|0.000776247066409353|1288.2496350364963|10.331196468434914|JJ|JJ|324|27.998379588861344|0|great
why|1366|0.000773980651616917|1292.0219619326501|10.335414877992713|WRB|WR|327|23.909562849713026|1|whi
need|1362|0.0007717142368244809|1295.8164464023496|10.339645658270733|VBP|VB|315|40.02287193916798|0|need
behind|1359|0.0007700144257301539|1298.6769683590876|10.342826905515413|IN|IN|323|29.352431202639927|0|behind
wall|1337|0.0007575491443717555|1320.046372475692|10.36637289618945|NNP|NN|250|115.1201175100027|0|wall
maester|1336|0.0007569825406736465|1321.0344311377246|10.367452353808751|NNP|NN|216|145.01748654834392|0|maester
around|1334|0.0007558493332774284|1323.014992503748|10.369613695098218|IN|IN|321|32.047120893114084|0|around
just|1331|0.0007541495221831014|1325.9969947407963|10.372861790370912|RB|RB|314|41.33621782448787|1|just
dany|1318|0.0007467836741076842|1339.0758725341427|10.387021991274752|NNP|NN|31|107.63412177377191|0|dani
half|1308|0.000741117637126594|1349.3134556574923|10.39800982078472|PDT|PD|319|34.72383295897594|0|half
woman|1297|0.0007348849964473949|1360.7571318427138|10.410193882031104|NN|NN|295|65.39961508360385|0|woman
another|1292|0.0007320519779568498|1366.0232198142414|10.415766291588879|DT|DT|318|36.055412214842136|0|anoth
beneath|1279|0.0007246861298814325|1379.9077404222048|10.430356097401166|IN|IN|299|60.47666107069384|0|beneath
across|1270|0.0007195866965984514|1389.6866141732282|10.440543864623274|IN|IN|321|32.047120893114084|0|across
m|1251|0.00070882122633438|1410.792965627498|10.462290572116984|JJ|JJ|278|85.43598359004818|1|m
found|1248|0.000707121415240053|1414.184294871795|10.465754427420555|VBD|VB|319|34.72383295897594|0|found
keep|1246|0.000705988207843835|1416.4542536115569|10.468068293258801|VB|VB|320|33.38773114071537|0|keep
snow|1244|0.0007048550004476169|1418.7315112540193|10.4703858761522|NNP|NN|149|179.85733890175055|0|snow
any|1242|0.0007037217930513989|1421.0161030595814|10.472707188062321|DT|DT|320|33.38773114071537|1|ani
grace|1237|0.0007008887745608538|1426.7599029911075|10.478526861306433|NNP|NN|188|163.87506976859856|0|grace
those|1218|0.0006901233042967825|1449.016420361248|10.50085822837647|DT|DT|312|43.94911118203311|1|those
last|1215|0.0006884234932024554|1452.5942386831277|10.50441604778966|JJ|JJ|322|30.702016261168875|0|last
son|1207|0.0006838906636175833|1462.222038111019|10.513946685527781|NN|NN|273|91.04757856255301|0|son
gods|1205|0.0006827574562213652|1464.6489626556017|10.516339215165479|NNS|NN|303|55.47650368243153|0|god
think|1202|0.0006810576451270383|1468.304492512479|10.519935465571617|VB|VB|311|45.248629201735085|0|think
knight|1190|0.00067425840074973|1483.1109243697479|10.534410788087497|NN|NN|236|128.29472246030053|0|knight
cersei|1186|0.0006719919859572939|1488.1129848229343|10.5392683517368|NNP|NN|145|180.7215713796387|0|cersei
against|1185|0.0006714253822591849|1489.368776371308|10.540485302497181|IN|IN|306|51.676335074890524|1|against
hair|1179|0.0006680257600705309|1496.9482612383374|10.547808643303041|NN|NN|304|54.214521342587766|0|hair
feet|1177|0.0006668925526743128|1499.4919286321156|10.550258041244359|NNS|NN|308|49.119289914216516|0|feet
hands|1170|0.0006629263267875497|1508.4632478632477|10.558863831812037|NNS|NN|307|50.40016216489902|0|hand
castle|1161|0.0006578268935045685|1520.1567614125754|10.570004389417237|NN|NN|271|93.25535831736931|0|castl
stark|1146|0.0006493278380329333|1540.0541012216404|10.588765317525898|NNP|NN|244|120.90868978196765|0|stark
many|1142|0.0006470614232404972|1545.4483362521892|10.59380971091996|JJ|JJ|302|56.73372464385976|0|mani
stannis|1133|0.0006419619899575161|1557.7246248896734|10.605224500462288|NNP|NN|145|180.7215713796387|0|stanni
seemed|1128|0.000639128971466971|1564.6294326241134|10.61160529388401|VBD|VB|322|30.702016261168875|0|seem
mother|1121|0.0006351627455802078|1574.3996431757362|10.620586083477377|NN|NN|279|84.29802056154202|0|mother
gold|1116|0.0006323297270896627|1581.4534050179213|10.627035334453616|NN|NN|266|98.68129690744159|0|gold
may|1108|0.0006277968975047907|1592.8718411552345|10.637414480233614|MD|MD|286|76.1885175261806|0|may
ever|1105|0.0006260970864104636|1597.1963800904978|10.64132599200401|RB|RB|319|34.72383295897594|0|ever
catelyn|1100|0.0006232640679199185|1604.4563636363637|10.647868837870782|NNP|NN|92|175.04865747534782|0|catelyn
don|1093|0.0006192978420331554|1614.7319304666055|10.657078960610898|VBP|VB|278|85.43598359004818|1|don
done|1090|0.0006175980309388283|1619.1761467889908|10.661044226618515|VBN|VB|311|45.248629201735085|0|done
find|1089|0.0006170314272407193|1620.6629935720844|10.662368407565896|VB|VB|303|55.47650368243153|0|find
robb|1079|0.0006113653902596292|1635.6830398517145|10.675677496794787|NNP|NN|165|174.89051917528658|0|robb
re|1078|0.0006107987865615201|1637.200371057514|10.677015183530298|JJ|JJ|267|97.60687574488325|1|re
robert|1063|0.0006022997310898849|1660.3029162746943|10.697230764751698|NNP|NN|189|163.30022046091375|0|robert
hear|1062|0.0006017331273917759|1661.8662900188324|10.69858859547865|VB|VB|311|45.248629201735085|0|hear
prince|1046|0.0005926674682220316|1687.286806883365|10.720489510035861|NN|NN|181|167.68181503901957|0|princ
put|1046|0.0005926674682220316|1687.286806883365|10.720489510035861|VBD|VB|314|41.33621782448787|0|put
horse|1041|0.0005898344497314866|1695.3909702209412|10.727402292983387|NN|NN|247|118.04068821000284|0|hors
wine|1033|0.0005853016201466144|1708.5208131655372|10.738532107417743|NN|NN|242|122.79116721745582|0|wine
name|1029|0.0005830352053541783|1715.1622934888242|10.744129379388834|NN|NN|292|69.0405371800476|0|name
water|1027|0.0005819019979579603|1718.502434274586|10.746936179964608|NN|NN|260|105.01320483514728|0|water
until|1013|0.0005739695461844341|1742.2527147087858|10.766738187481664|IN|IN|315|40.02287193916798|1|until
fire|1008|0.000571136527693889|1750.8948412698412|10.773876722782887|NN|NN|257|108.10453281561247|0|fire
called|1008|0.000571136527693889|1750.8948412698412|10.773876722782887|VBD|VB|314|41.33621782448787|0|call
stone|1005|0.0005694367165995619|1756.1213930348258|10.778176860216512|NN|NN|286|76.1885175261806|0|stone
upon|1005|0.0005694367165995619|1756.1213930348258|10.778176860216512|IN|IN|253|112.14760854197029|0|upon
lannister|1003|0.0005683035092033439|1759.6231306081754|10.781050755670622|NNP|NN|214|146.5467224164035|0|lannist
high|1002|0.0005677369055052348|1761.3792415169662|10.782489853087595|JJ|JJ|292|69.0405371800476|0|high
these|1000|0.0005666036981090168|1764.902|10.785372361620716|DT|DT|291|70.2443188319999|1|these
voice|997|0.0005649038870146897|1770.2126379137412|10.789706951884607|NN|NN|314|41.33621782448787|0|voic
gone|996|0.0005643372833165807|1771.9899598393574|10.791154714214722|VBN|VB|306|51.676335074890524|0|gone
hard|992|0.0005620708685241447|1779.1350806451615|10.796960335895928|JJ|JJ|321|32.047120893114084|0|hard
give|988|0.0005598044537317086|1786.338056680162|10.802789414698125|VB|VB|302|56.73372464385976|0|give
ned|986|0.0005586712463354906|1789.9614604462474|10.805712809904891|NNP|NN|94|175.93753488429928|0|ned
sam|985|0.0005581046426373816|1791.7786802030455|10.807176731939064|NNP|NN|38|120.77681516782347|0|sam
better|980|0.0005552716241468365|1800.9204081632652|10.814518707280232|JJR|JJ|309|47.83373358049656|0|better
seen|977|0.0005535718130525094|1806.4503582395087|10.818941894314419|VBN|VB|305|52.947793286814026|0|seen
always|973|0.0005513053982600733|1813.8766700924975|10.824860651501691|RB|RB|308|49.119289914216516|0|alway
shall|971|0.0005501721908638554|1817.6127703398558|10.827829160863612|MD|MD|256|109.12377720373708|0|shall
between|967|0.0005479057760714193|1825.1313340227507|10.833784566805962|IN|IN|310|46.5435083226367|1|between
place|948|0.000537140305807348|1861.710970464135|10.862413397384545|NN|NN|298|61.714677803501075|0|place
dark|939|0.0005320408725243668|1879.5548455804046|10.876175298629029|JJ|JJ|288|73.82584893881825|0|dark
iron|931|0.0005275080429394946|1895.7056928034374|10.888519288724009|NN|NN|273|91.04757856255301|0|iron
cold|926|0.0005246750244489495|1905.9416846652268|10.896288263022567|JJ|JJ|271|93.25535831736931|0|cold
years|921|0.0005218420059584045|1916.2888165038003|10.904099300191467|NNS|NN|285|77.36229401024825|0|year
most|919|0.0005207087985621865|1920.4591947769313|10.907235594993768|JJS|JJ|293|67.83181478199604|1|most
stood|917|0.0005195755911659684|1924.6477644492913|10.91037872268775|VBD|VB|297|62.94785326869566|0|stood
small|916|0.0005190089874678594|1926.7489082969432|10.91195285818586|JJ|JJ|296|64.17617116565181|0|small
hundred|905|0.0005127763467886602|1950.1679558011049|10.929382664312236|JJ|JJ|283|79.694642859271|0|hundr
end|899|0.0005093767246000062|1963.183537263626|10.938979340768356|NN|NN|288|73.82584893881825|0|end
grey|898|0.0005088101209018971|1965.3697104677062|10.940585011541657|NN|NN|270|94.35127256584212|0|grey
nothing|897|0.0005082435172037881|1967.5607580824974|10.942192471363542|NN|NN|297|62.94785326869566|0|noth
right|891|0.000504843895015134|1980.8103254769921|10.95187502476088|JJ|NN|298|61.714677803501075|0|right
walls|883|0.0005003110654302618|1998.7565118912798|10.964887018634338|NNS|NN|268|96.52705121747923|0|wall
fingers|881|0.0004991778580340438|2003.293984108967|10.968158437362389|NNS|NN|295|65.39961508360385|0|finger
winterfell|881|0.0004991778580340438|2003.293984108967|10.968158437362389|NNP|NN|202|155.14676093396125|0|winterfel
words|879|0.0004980446506378257|2007.8521046643916|10.971437291139399|NNS|NN|275|88.81866022977091|0|word
sister|872|0.0004940784247510627|2023.9701834862385|10.982972321505876|NN|NN|231|132.71312976907532|0|sister
same|870|0.0004929452173548447|2028.622988505747|10.986285055546713|JJ|JJ|302|56.73372464385976|1|same
cloak|869|0.0004923786136567356|2030.957422324511|10.987944279468403|NN|NN|276|87.69632222700436|0|cloak
joffrey|866|0.0004906788025624086|2037.9930715935334|10.992933431556079|NNP|NN|155|178.27175416131837|0|joffrey
beside|859|0.0004867125766756454|2054.6006984866126|11.00464232514434|IN|IN|296|64.17617116565181|0|besid
get|859|0.0004867125766756454|2054.6006984866126|11.00464232514434|VB|VB|275|88.81866022977091|0|get
mouth|857|0.00048557936927942744|2059.3955659276544|11.008005252170303|NN|NN|290|71.44314275927738|0|mouth
does|855|0.0004844461618832094|2064.212865497076|11.011376036509542|VBZ|VB|286|76.1885175261806|1|doe
door|850|0.0004816131433926643|2076.3552941176467|11.019837615257739|NN|NN|244|120.90868978196765|0|door
