term_str|n|p|s|i|max_pos|max_pos_group|df|dfidf|stop|porter_stem
warhorse|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|19|79.38840758391174|0|warhors
pike|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|16|70.82023607523357|0|pike
arryns|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNP|NN|14|64.66473765702293|0|arryn
jests|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|19|79.38840758391174|0|jest
clasp|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|18|76.61411555867615|0|clasp
disbelief|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|22|87.27032899342561|0|disbelief
softer|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|JJR|JJ|21|84.71289397039008|0|softer
resume|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|VB|VB|22|87.27032899342561|0|resum
breeze|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|19|79.38840758391174|0|breez
cliffs|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|15|67.7906123864037|0|cliff
circles|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|22|87.27032899342561|0|circl
skirling|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNP|NN|16|70.82023607523357|0|skirl
solace|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|19|79.38840758391174|0|solac
hush|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|21|84.71289397039008|0|hush
strips|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|21|84.71289397039008|0|strip
spell|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|20|82.0867331962947|0|spell
tourneys|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|18|76.61411555867615|0|tourney
sheepskin|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|JJ|JJ|16|70.82023607523357|0|sheepskin
unbroken|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|JJ|JJ|20|82.0867331962947|0|unbroken
caron|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNP|NN|10|51.04336659814735|0|caron
commons|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|14|64.66473765702293|0|common
onehanded|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|JJ|JJ|15|67.7906123864037|0|onehand
thoughtfully|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|RB|RB|21|84.71289397039008|0|thought
sober|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NN|NN|20|82.0867331962947|0|sober
wearily|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|RB|RB|19|79.38840758391174|0|wearili
stripes|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNS|NN|18|76.61411555867615|0|stripe
croaked|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|VBD|VB|19|79.38840758391174|0|croak
clayton|22|1.246528135839837e-05|80222.81818181818|16.291725027645505|NNP|NN|4|25.70505901880839|0|clayton
gruff|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|gruff
vegetables|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|17|73.7596325286799|0|veget
insolent|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|19|79.38840758391174|0|insol
wenches|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|17|73.7596325286799|0|wench
ebony|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|13|61.43572547529307|0|eboni
leal|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|17|73.7596325286799|0|leal
threatening|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|19|79.38840758391174|0|threaten
sweaty|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|21|84.71289397039008|0|sweati
galazza|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|9|47.30705777933807|0|galazza
yurkhaz|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|7|39.33236882851146|0|yurkhaz
bannerman|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|19|79.38840758391174|0|bannerman
patterned|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBN|VB|19|79.38840758391174|0|pattern
slanting|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|17|73.7596325286799|0|slant
unhappy|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|21|84.71289397039008|0|unhappi
tossing|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|20|82.0867331962947|0|toss
envoys|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|17|73.7596325286799|0|envoy
kindling|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|kindl
planks|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|20|82.0867331962947|0|plank
growling|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|20|82.0867331962947|0|growl
loath|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|20|82.0867331962947|0|loath
impossible|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|20|82.0867331962947|0|imposs
cravens|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|19|79.38840758391174|0|craven
jonquil|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|11|54.635164496712804|0|jonquil
sorrows|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|10|51.04336659814735|0|sorrow
clash|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|21|84.71289397039008|0|clash
staying|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|20|82.0867331962947|0|stay
grieve|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBP|VB|20|82.0867331962947|0|griev
gap|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|18|76.61411555867615|0|gap
aron|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|11|54.635164496712804|0|aron
kills|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBZ|VB|18|76.61411555867615|0|kill
dosh|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|8|43.41011803761678|0|dosh
wooded|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|VB|19|79.38840758391174|0|wood
khaleen|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|8|43.41011803761678|0|khaleen
serpentine|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|16|70.82023607523357|0|serpentin
sunrise|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|19|79.38840758391174|0|sunris
halted|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|21|84.71289397039008|0|halt
supposedly|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|RB|RB|21|84.71289397039008|0|supposedli
stall|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|13|61.43572547529307|0|stall
disgust|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|disgust
inkpots|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|3|20.523906761942825|0|inkpot
trencher|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|14|64.66473765702293|0|trencher
bolted|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|20|82.0867331962947|0|bolt
shrill|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|21|84.71289397039008|0|shrill
severed|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|17|73.7596325286799|0|sever
basin|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|18|76.61411555867615|0|basin
covering|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|18|76.61411555867615|0|cover
mute|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|19|79.38840758391174|0|mute
hosts|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|21|84.71289397039008|0|host
victories|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|18|76.61411555867615|0|victori
swimming|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|19|79.38840758391174|0|swim
figs|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|14|64.66473765702293|0|fig
anchor|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|17|73.7596325286799|0|anchor
sisterton|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|4|25.70505901880839|0|sisterton
wedge|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|15|67.7906123864037|0|wedg
scented|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|17|73.7596325286799|0|scent
rub|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|18|76.61411555867615|0|rub
sweating|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|21|84.71289397039008|0|sweat
target|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|19|79.38840758391174|0|target
scum|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|17|73.7596325286799|0|scum
daring|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|18|76.61411555867615|0|dare
hullen|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|14|64.66473765702293|0|hullen
thump|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|thump
stalwart|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|11|54.635164496712804|0|stalwart
noisy|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|18|76.61411555867615|0|noisi
challenge|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|18|76.61411555867615|0|challeng
feigned|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|16|70.82023607523357|0|feign
oranges|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|13|61.43572547529307|0|orang
scare|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|19|79.38840758391174|0|scare
rykker|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|13|61.43572547529307|0|rykker
teaching|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|19|79.38840758391174|0|teach
ibbenese|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|16|70.82023607523357|0|ibbenes
impatiently|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|RB|RB|21|84.71289397039008|0|impati
disappointed|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|VB|21|84.71289397039008|0|disappoint
chew|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|17|73.7596325286799|0|chew
beheaded|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBN|VB|18|76.61411555867615|0|behead
frost|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|19|79.38840758391174|0|frost
capture|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|18|76.61411555867615|0|captur
brushing|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|21|84.71289397039008|0|brush
contents|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|19|79.38840758391174|0|content
dock|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|13|61.43572547529307|0|dock
hulls|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|15|67.7906123864037|0|hull
settling|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|20|82.0867331962947|0|settl
breathed|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|20|82.0867331962947|0|breath
forgiven|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBN|VB|19|79.38840758391174|0|forgiven
undid|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|21|84.71289397039008|0|undid
clearly|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|RB|RB|17|73.7596325286799|0|clearli
teased|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|20|82.0867331962947|0|teas
quivering|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|20|82.0867331962947|0|quiver
buckwell|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|8|43.41011803761678|0|buckwel
dig|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|19|79.38840758391174|0|dig
dwell|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|17|73.7596325286799|0|dwell
offers|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBZ|VB|19|79.38840758391174|0|offer
mooton|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|9|47.30705777933807|0|mooton
plates|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|21|84.71289397039008|0|plate
mass|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|16|70.82023607523357|0|mass
ponderous|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|20|82.0867331962947|0|ponder
nineteen|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|18|76.61411555867615|0|nineteen
ermine|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|18|76.61411555867615|0|ermin
puff|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|14|64.66473765702293|0|puff
quarters|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|18|76.61411555867615|0|quarter
unworthy|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|19|79.38840758391174|0|unworthi
bouncing|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|21|84.71289397039008|0|bounc
weather|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|19|79.38840758391174|0|weather
inns|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|15|67.7906123864037|0|inn
worthless|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|21|84.71289397039008|0|worthless
earthen|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|earthen
ringwall|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|6|35.04781352388565|0|ringwal
raventree|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|7|39.33236882851146|0|raventre
eats|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBZ|VB|20|82.0867331962947|0|eat
flexed|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|19|79.38840758391174|0|flex
scents|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|18|76.61411555867615|0|scent
leader|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|leader
cavern|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|8|43.41011803761678|0|cavern
spy|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|20|82.0867331962947|0|spi
vinegar|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|14|64.66473765702293|0|vinegar
emblazoned|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBN|VB|20|82.0867331962947|0|emblazon
slimy|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|slimi
aching|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|21|84.71289397039008|0|ach
dealt|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBN|VB|20|82.0867331962947|0|dealt
moelle|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|3|20.523906761942825|0|moell
gracious|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|20|82.0867331962947|0|graciou
blur|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|blur
bog|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|11|54.635164496712804|0|bog
astride|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|IN|IN|21|84.71289397039008|0|astrid
realms|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|14|64.66473765702293|0|realm
novices|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|9|47.30705777933807|0|novic
squint|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|16|70.82023607523357|0|squint
gretchel|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|3|20.523906761942825|0|gretchel
nigh|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJ|JJ|20|82.0867331962947|0|nigh
morningstar|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|15|67.7906123864037|0|morningstar
habit|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|18|76.61411555867615|0|habit
decorated|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBN|VB|20|82.0867331962947|0|decor
tallad|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|11|54.635164496712804|0|tallad
stormborn|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|16|70.82023607523357|0|stormborn
kegs|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|6|35.04781352388565|0|keg
turret|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|17|73.7596325286799|0|turret
abide|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|18|76.61411555867615|0|abid
scraps|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNS|NN|20|82.0867331962947|0|scrap
sew|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|18|76.61411555867615|0|sew
norvos|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|11|54.635164496712804|0|norvo
rocked|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBD|VB|21|84.71289397039008|0|rock
lighter|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|JJR|JJ|19|79.38840758391174|0|lighter
firm|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|firm
trickling|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VBG|VB|20|82.0867331962947|0|trickl
greathelm|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|14|64.66473765702293|0|greathelm
skirt|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NN|NN|20|82.0867331962947|0|skirt
offend|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|VB|VB|20|82.0867331962947|0|offend
dagon|21|1.1898677660289352e-05|84042.95238095238|16.35883922350404|NNP|NN|8|43.41011803761678|0|dagon
roost|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|8|43.41011803761678|0|roost
yourselves|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|20|82.0867331962947|1|yourselv
stacked|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBD|VB|17|73.7596325286799|0|stack
needlework|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|11|54.635164496712804|0|needlework
moves|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|19|79.38840758391174|0|move
steffon|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|12|58.0956270477713|0|steffon
dank|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|18|76.61411555867615|0|dank
trunks|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|19|79.38840758391174|0|trunk
manatarms|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|18|76.61411555867615|0|manatarm
matted|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBN|VB|19|79.38840758391174|0|mat
groin|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|20|82.0867331962947|0|groin
bitten|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBN|VB|18|76.61411555867615|0|bitten
ants|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|12|58.0956270477713|0|ant
passages|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|14|64.66473765702293|0|passag
rowed|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBD|VB|16|70.82023607523357|0|row
perfumed|20|1.1332073962180336e-05|88245.1|16.42922855139544|JJ|JJ|18|76.61411555867615|0|perfum
whelp|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|19|79.38840758391174|0|whelp
tugging|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|18|76.61411555867615|0|tug
spitting|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|18|76.61411555867615|0|spit
sleepy|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|18|76.61411555867615|0|sleepi
powdered|20|1.1332073962180336e-05|88245.1|16.42922855139544|JJ|JJ|15|67.7906123864037|0|powder
sheltered|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBD|VB|19|79.38840758391174|0|shelter
sheer|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|17|73.7596325286799|0|sheer
joints|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|14|64.66473765702293|0|joint
urging|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|19|79.38840758391174|0|urg
truths|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|17|73.7596325286799|0|truth
stopping|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|20|82.0867331962947|0|stop
clumsily|20|1.1332073962180336e-05|88245.1|16.42922855139544|RB|RB|17|73.7596325286799|0|clumsili
shows|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBZ|VB|20|82.0867331962947|0|show
padding|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|18|76.61411555867615|0|pad
cowards|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|18|76.61411555867615|0|coward
scornfully|20|1.1332073962180336e-05|88245.1|16.42922855139544|RB|RB|18|76.61411555867615|0|scorn
snarl|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|19|79.38840758391174|0|snarl
grain|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|19|79.38840758391174|0|grain
cane|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|15|67.7906123864037|0|cane
bred|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBD|VB|19|79.38840758391174|0|bred
discipline|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|19|79.38840758391174|0|disciplin
em|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|14|64.66473765702293|0|em
brusque|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|20|82.0867331962947|0|brusqu
jinglebell|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|4|25.70505901880839|0|jinglebel
waterfront|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|12|58.0956270477713|0|waterfront
frightening|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|20|82.0867331962947|0|frighten
walgrave|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|2|14.852529509404196|0|walgrav
perfume|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|18|76.61411555867615|0|perfum
masts|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|17|73.7596325286799|0|mast
edges|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|18|76.61411555867615|0|edg
melee|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|10|51.04336659814735|0|mele
floppy|20|1.1332073962180336e-05|88245.1|16.42922855139544|JJ|JJ|13|61.43572547529307|0|floppi
salted|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBN|VB|20|82.0867331962947|0|salt
surviving|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|19|79.38840758391174|0|surviv
sings|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBZ|VB|16|70.82023607523357|0|sing
deftly|20|1.1332073962180336e-05|88245.1|16.42922855139544|RB|RB|20|82.0867331962947|0|deftli
whirling|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|18|76.61411555867615|0|whirl
mouthful|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|19|79.38840758391174|0|mouth
ringed|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBN|VB|20|82.0867331962947|0|ring
hardin|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|13|61.43572547529307|0|hardin
joramun|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|9|47.30705777933807|0|joramun
mentioned|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBD|VB|20|82.0867331962947|0|mention
hopeless|20|1.1332073962180336e-05|88245.1|16.42922855139544|JJ|JJ|17|73.7596325286799|0|hopeless
style|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|19|79.38840758391174|0|style
puffing|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|19|79.38840758391174|0|puf
sleeps|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBZ|VB|19|79.38840758391174|0|sleep
smelling|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|19|79.38840758391174|0|smell
stafford|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|9|47.30705777933807|0|stafford
gravely|20|1.1332073962180336e-05|88245.1|16.42922855139544|RB|RB|20|82.0867331962947|0|grave
chivalry|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|18|76.61411555867615|0|chivalri
fountains|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|16|70.82023607523357|0|fountain
smiths|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNS|NN|15|67.7906123864037|0|smith
shouldered|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBD|VB|20|82.0867331962947|0|shoulder
kyra|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|9|47.30705777933807|0|kyra
locke|20|1.1332073962180336e-05|88245.1|16.42922855139544|NNP|NN|14|64.66473765702293|0|lock
traveling|20|1.1332073962180336e-05|88245.1|16.42922855139544|VBG|VB|18|76.61411555867615|0|travel
inspection|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|16|70.82023607523357|0|inspect
platform|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|11|54.635164496712804|0|platform
watchtower|20|1.1332073962180336e-05|88245.1|16.42922855139544|NN|NN|11|54.635164496712804|0|watchtow
bushy|20|1.1332073962180336e-05|88245.1|16.42922855139544|JJ|JJ|18|76.61411555867615|0|bushi
